"Page URL","Link Text","Broken Link"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/plans-reports-and-reviews","2011-2012 Annual Report","https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/sites/default/files/publications/annualreports/2011-12%20Green%20College%20Annual%20Report_2%20PG%20WEB%20DISPLAY.pdf"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/plans-reports-and-reviews","2010-2011 Annual Report","https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/sites/default/files/publications/annualreports/2010-11%20Annual%20Report_2%20PG%20WEB%20DISPLAY.pdf"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/plans-reports-and-reviews","2009-2010 Annual Report","https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/sites/default/files/publications/annualreports/2009-10%20Annual%20Report_2%20PG%20WEB%20DISPLAY.pdf"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/plans-reports-and-reviews","2008-2009 Annual Report","https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/sites/default/files/publications/annualreports/2008-09%20Annual%20Report_2%20PG%20WEB%20DISPLAY.pdf"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/plans-reports-and-reviews","2003-2004 Annual Report","https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/sites/default/files/publications/annualreports/Green%20College%20Annual%20Report%202003-04.pdf"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/plans-reports-and-reviews","2002-2003 Annual Report","https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/sites/default/files/publications/annualreports/Green%20College%20Annual%20Report%202002-03.pdf"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/plans-reports-and-reviews","2001-2002 Annual Report","https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/sites/default/files/publications/annualreports/Green%20College%20Annual%20Report%202001-02.pdf"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/plans-reports-and-reviews","2000-2001 Annual Report","https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/sites/default/files/publications/annualreports/Green%20College%20Annual%20Report%202000-01.pdf"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/plans-reports-and-reviews","1999-2000 Annual Report","https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/sites/default/files/publications/annualreports/Green%20College%20Annual%20Report%201999-2000.pdf"
"https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/plans-reports-and-reviews","1998-1999 Annual Report","https://master-7rqtwti-vp7y2mqabylnu.ca-1.platformsh.site/sites/default/files/publications/annualreports/Green%20College%20Annual%20Report%201998-99.pdf"
